  plus kinetic    876.48   874.24   832.09    -0.91    -0.14    -1.94 860.94
  plus kinetic    877.28   876.15   836.97     0.23     0.30    -1.51 863.47
  plus kinetic    873.52   875.13   835.01     1.51     0.10    -1.70 861.22
  plus kinetic    871.45   877.79   830.92     2.54     0.10    -2.23 860.05
  plus kinetic    875.11   877.79   828.42     1.05     2.43    -1.09 860.44
  plus kinetic    876.68   879.20   829.34    -0.19     2.64    -0.25 861.74
  plus kinetic    875.84   881.63   828.75    -0.30     1.00     0.31 862.07
  plus kinetic    874.20   881.54   828.84    -0.48    -1.15    -0.03 861.53
  plus kinetic    875.03   879.48   827.76    -1.78    -2.03    -0.87 860.76
  plus kinetic    876.68   877.68   829.89    -3.09     0.12    -0.94 861.42
  plus kinetic    877.76   877.25   830.23    -5.12     0.86    -1.18 861.75
  plus kinetic    880.08   873.52   829.31    -3.83    -1.28    -2.05 860.97
  plus kinetic    880.53   873.14   829.25    -1.30    -0.87    -2.03 860.97
  plus kinetic    879.25   875.56   830.52    -3.62    -0.70    -1.50 861.78
  plus kinetic    878.87   874.48   830.08    -4.45     0.75    -1.71 861.14
  plus kinetic    879.69   875.95   825.85     0.10     0.25    -2.21 860.50
  plus kinetic    875.76   877.74   826.27     1.57    -0.35    -3.03 859.92
  plus kinetic    876.28   878.03   830.37     2.78     0.43    -2.24 861.56
  plus kinetic    875.28   879.63   832.24     4.55     1.45    -1.12 862.38
  plus kinetic    871.79   881.00   832.66     6.33     1.73     1.41 861.82
  plus kinetic    868.19   879.00   832.51     5.53     2.18     3.27 859.90
  plus kinetic    873.12   879.55   832.37     0.87     2.03     4.89 861.68
  plus kinetic    873.91   879.86   830.69    -1.98     0.72     3.87 861.49
  plus kinetic    876.81   879.01   827.11    -0.40     0.54     0.87 860.98
  plus kinetic    879.71   878.82   828.61     0.37     0.82    -0.15 862.38
  plus kinetic    877.74   878.24   830.17    -0.61    -0.61    -0.62 862.05
  plus kinetic    877.75   877.16   828.05    -2.89    -2.33    -0.88 860.99
  plus kinetic    877.84   877.60   831.66    -2.56    -2.10    -0.56 862.37
  plus kinetic    875.56   876.78   835.44    -0.38    -1.24     0.89 862.59
  plus kinetic    872.30   877.42   830.46    -0.09    -0.54     3.35 860.06
  plus kinetic    871.64   880.74   829.74    -1.06     0.06     3.18 860.71
  plus kinetic    867.79   879.58   831.53    -0.07     1.57     1.39 859.63
  plus kinetic    869.53   880.51   832.89    -0.24     2.63     0.73 860.98
  plus kinetic    871.96   878.92   831.95     0.14     3.47    -0.47 860.94
  plus kinetic    873.47   879.44   831.70     1.04     3.37    -2.47 861.54
  plus kinetic    871.83   876.67   832.02     0.58     0.77    -2.32 860.17
  plus kinetic    875.46   876.23   832.84    -0.18    -0.84    -0.62 861.51
  plus kinetic    874.93   875.35   834.75    -1.31    -1.52     0.36 861.68
  plus kinetic    874.76   875.64   837.81    -1.83    -0.64    -0.21 862.74
  plus kinetic    874.91   875.59   837.54    -0.38     1.08     0.36 862.68
  plus kinetic    876.79   872.13   834.00     2.85     1.34     0.66 860.97
  plus kinetic    880.11   871.43   833.29     1.05     0.75    -0.29 861.61
  plus kinetic    878.80   871.68   832.68     0.31     1.39     0.04 861.05
  plus kinetic    879.52   872.53   830.05    -0.40    -0.28     1.76 860.70
  plus kinetic    880.30   876.39   830.17    -3.03    -1.00     1.57 862.29
  plus kinetic    877.83   876.02   826.31    -0.98    -0.47     0.15 860.05
  plus kinetic    878.75   875.17   826.90    -1.14     0.82     0.22 860.27
  plus kinetic    878.41   877.85   832.22    -2.75     1.50    -0.77 862.83
  plus kinetic    875.53   878.89   830.78    -2.01     0.94    -1.02 861.73
  plus kinetic    873.53   881.00   829.60    -1.56     0.64     0.05 861.38
  plus kinetic    872.92   882.21   829.43    -0.65     1.80     0.25 861.52
  plus kinetic    873.87   881.56   828.45     1.93     1.57     1.81 861.29
  plus kinetic    874.28   879.87   829.31     2.74    -0.41     3.23 861.15
  plus kinetic    874.60   876.54   831.62     4.60    -0.76     3.17 860.92
  plus kinetic    876.03   877.12   832.89     2.61     1.08     1.59 862.01
  plus kinetic    876.42   878.17   830.97     2.18    -0.55     0.31 861.85
